CPR_CARRIERID,CPR_NUMBER,CPR_STATUS,CPR_TIERLEVEL,CPR_PRIORITYCODE,ID_CUSTFQTVINFO,ID_CUSTOMERLEVEL,CCP_SSRCODE,CPR_REFQUALIFIER,CPR_PRIMEID,CPR_COMPANYID,DWH_SNAPSHOTTIMESTAMP
MH,251062276,OK,SLVR,RUBY,8263523,54142386,FQTV,,,MH,29MAY2022:07:34:12.320
MH,200660261,OK,BLUE,,8263524,54142394,FQTV,,,MH,29MAY2022:07:34:13.173
MH,334901346,OK,BLUE,,8263525,54142395,FQTV,,,MH,29MAY2022:07:34:13.317
MH,14650705,OK,SLVR,RUBY,8263526,54142402,FQTV,,,MH,29MAY2022:07:34:14.067
MH,MH067923450,,,,8263527,54142421,FQTV,,,MH,29MAY2022:07:34:14.910
MH,80371443,OK,GOLD,SAPH,8263528,54142432,FQTV,,,MH,29MAY2022:07:34:15.600
MH,13951954,OK,SLVR,RUBY,8263529,54142434,FQTV,,,MH,29MAY2022:07:34:15.680
MH,200228906,OK,BLUE,,8263530,54142435,FQTV,,,MH,29MAY2022:07:34:15.757
MH,14844690,OK,BLUE,,8263531,54142436,FQTV,,,MH,29MAY2022:07:34:15.820
QR,575887396,OK,BURG,,8263532,54142439,FQTV,,,MH,29MAY2022:07:34:16.130
MH,302867585,OK,PLAT,EMER,8263533,54142441,FQTV,,,MH,29MAY2022:07:34:16.430
MH,300628845,OK,PLAT,EMER,8263534,54142442,FQTV,,,MH,29MAY2022:07:34:16.477
MH,332816680,OK,BLUE,,8263535,54142455,FQTV,,,MH,29MAY2022:07:34:17.227
MH,15134862,OK,BLUE,,8263536,54142466,FQTV,,,MH,29MAY2022:07:34:18.700
MH,60796385,OK,BLUE,,8263537,54142471,FQTV,,,MH,29MAY2022:07:34:19.243
MH,333749065,OK,BLUE,,8263538,54142474,FQTV,,,MH,29MAY2022:07:34:19.447
MH,325907083,OK,BLUE,,8263539,54142487,FQTV,,,MH,29MAY2022:07:34:20.963
MH,20549550,OK,BLUE,,8263540,54142496,FQTV,,,MH,29MAY2022:07:34:21.857
MH,16296070,OK,GOLD,SAPH,8263541,54142501,FQTV,,,MH,29MAY2022:07:34:22.383
MH,300628845,OK,PLAT,EMER,8263542,54142502,FQTV,,,MH,29MAY2022:07:34:22.463
MH,328476772,OK,GOLD,SAPH,8263543,54142503,FQTV,,,MH,29MAY2022:07:34:22.510
MH,312023353,OK,BLUE,,8263544,54142520,FQTV,,,MH,29MAY2022:07:34:25.083
MH,62740856,OK,GOLD,SAPH,8263545,54142525,FQTV,,,MH,29MAY2022:07:34:25.617
MH,30659344,OK,BLUE,,8263546,54142537,FQTV,,,MH,29MAY2022:07:34:26.337
MH,329924210,OK,BLUE,,8263547,54142538,FQTV,,,MH,29MAY2022:07:34:26.370
MH,63696636,OK,SLVR,RUBY,8263548,54142542,FQTV,,,MH,29MAY2022:07:34:26.650
MH,308970233,OK,BLUE,,8263549,54142547,FQTV,,,MH,29MAY2022:07:34:26.900
AA,167HJJ6,OK,,EMER,8263550,54142549,FQTV,,,MH,29MAY2022:07:34:27.010
BA,16336770,OK,SILV,SAPH,8263551,54142550,FQTV,,,MH,29MAY2022:07:34:27.040
MH,333698831,OK,BLUE,,8263552,54142559,FQTV,,,MH,29MAY2022:07:34:27.667
MH,306489330,OK,SLVR,RUBY,8263553,54142560,FQTV,,,MH,29MAY2022:07:34:27.713
MH,328476772,OK,GOLD,SAPH,8263554,54142571,FQTV,,,MH,29MAY2022:07:34:28.370
MH,601991202,OK,SLVR,RUBY,8263555,54142575,FQTV,,,MH,29MAY2022:07:34:28.527
MH,13452180,OK,BLUE,,8263556,54142584,FQTV,,,MH,29MAY2022:07:34:29.120
MH,333751460,OK,BLUE,,8263557,54142585,FQTV,,,MH,29MAY2022:07:34:29.183
MH,307049201,OK,GOLD,SAPH,8263558,54142593,FQTV,,,MH,29MAY2022:07:34:29.633
MH,81400211,OK,GOLD,SAPH,8263559,54142598,FQTV,,,MH,29MAY2022:07:34:30.180
MH,321931304,OK,BLUE,,8263560,54142603,FQTV,,,MH,29MAY2022:07:34:30.573
MH,333512745,OK,BLUE,,8263561,54142607,FQTV,,,MH,29MAY2022:07:34:30.730
MH,333735522,OK,BLUE,,8263562,54142629,FQTV,,,MH,29MAY2022:07:41:26.070
MH,601648950,OK,BLUE,,8263563,54142630,FQTV,,,MH,29MAY2022:07:41:26.307
MH,16507466,OK,BLUE,,8263564,54142640,FQTV,,,MH,29MAY2022:07:41:30.560
MH,60057594,OK,GOLD,SAPH,8263565,54142641,FQTV,,,MH,29MAY2022:07:41:30.953
MH,313746322,OK,BLUE,,8263566,54142652,FQTV,,,MH,29MAY2022:07:41:36.733
MH,13089300,OK,GOLD,SAPH,8263567,54142658,FQTV,,,MH,29MAY2022:07:41:40.297
MH,31923544,OK,GOLD,SAPH,8263568,54142665,FQTV,,,MH,29MAY2022:07:41:42.610
MH,13737220,OK,SLVR,RUBY,8263569,54142674,FQTV,,,MH,29MAY2022:07:41:46.750
MH,334472913,OK,BLUE,,8263570,54142678,FQTV,,,MH,29MAY2022:07:41:48.433
MH,331560493,OK,BLUE,,8263571,54142679,FQTV,,,MH,29MAY2022:07:41:48.810
EY,5.00041E+11,,,,8263572,54142685,FQTV,,,MH,29MAY2022:07:41:52.247
MH,305519351,OK,BLUE,,8263573,54142690,FQTV,,,MH,29MAY2022:07:41:55.080
EY,5.00033E+11,,,,8263574,54142696,FQTV,,,MH,29MAY2022:07:41:58.130
MH,31302526,OK,BLUE,,8263575,54142702,FQTV,,,MH,29MAY2022:07:42:00.803
MH,601462956,OK,BLUE,,8263576,54142703,FQTV,,,MH,29MAY2022:07:42:01.070
MH,315218374,OK,BLUE,,8263577,54142705,FQTV,,,MH,29MAY2022:07:42:01.617
MH,324738131,OK,BLUE,,8263578,54142706,FQTV,,,MH,29MAY2022:07:42:01.880
MH,306962946,OK,BLUE,,8263579,54142720,FQTV,,,MH,29MAY2022:07:42:08.193
MH,315907152,OK,BLUE,,8263580,54142729,FQTV,,,MH,29MAY2022:07:42:10.520
MH,306530405,OK,BLUE,,8263581,54142730,FQTV,,,MH,29MAY2022:07:42:11.813
MH,13980621,OK,BLUE,,8263582,54142731,FQTV,,,MH,29MAY2022:07:42:12.220
MH,335154691,OK,BLUE,,8263583,54142732,FQTV,,,MH,29MAY2022:07:42:12.613
MH,254737092,OK,BLUE,,8263584,54142736,FQTV,,,MH,29MAY2022:07:42:14.070
MH,68237164,OK,BLUE,,8263585,54142738,FQTV,,,MH,29MAY2022:07:42:14.507
MH,500033796,OK,BLUE,,8263586,54142740,FQTV,,,MH,29MAY2022:07:42:15.257
MH,335569625,OK,BLUE,,8263587,54142746,FQTV,,,MH,29MAY2022:07:42:17.087
MH,330979714,OK,BLUE,,8263588,54142753,FQTV,,,MH,29MAY2022:07:42:20.010
MH,312139483,OK,GOLD,SAPH,8263589,54142760,FQTV,,,MH,29MAY2022:07:42:22.710
MH,65732531,OK,BLUE,,8263590,54142766,FQTV,,,MH,29MAY2022:07:42:24.927
MH,305088206,OK,BLUE,,8263591,54142778,FQTV,,,MH,29MAY2022:07:42:30.943
MH,334586523,OK,BLUE,,8263592,54142779,FQTV,,,MH,29MAY2022:07:42:31.430
MH,61110335,OK,BLUE,,8263593,54142782,FQTV,,,MH,29MAY2022:07:42:32.710
MH,61110335,OK,BLUE,,8263594,54142782,FQTV,,,QR,29MAY2022:07:42:32.710
MH,309519674,OK,SLVR,RUBY,8263595,54142795,FQTV,,,MH,29MAY2022:07:42:39.313
MH,62536364,OK,SLVR,RUBY,8263596,54142797,FQTV,,,MH,29MAY2022:07:42:39.703
MH,317412712,OK,BLUE,,8263597,54142800,FQTV,,,MH,29MAY2022:07:42:40.703
MH,302675446,OK,BLUE,,8263598,54142815,FQTV,,,MH,29MAY2022:07:42:48.403
MH,304209835,OK,BLUE,,8263599,54142834,FQTV,,,MH,29MAY2022:07:47:21.083
MH,310708263,OK,BLUE,,8263600,54142842,FQTV,,,MH,29MAY2022:07:47:21.993
BA,23645371,OK,BRNZ,RUBY,8263601,54142850,FQTV,,,MH,29MAY2022:07:47:23.027
MH,316065094,OK,BLUE,,8263602,54142858,FQTV,,,MH,29MAY2022:07:47:23.827
CX,1021606763,OK,DM,EMER,8263603,54142874,FQTV,,,MH,29MAY2022:07:47:25.123
MH,272208495,OK,SLVR,RUBY,8263604,54142883,FQTV,,,MH,29MAY2022:07:47:25.717
MH,317529855,OK,BLUE,,8263605,54142885,FQTV,,,MH,29MAY2022:07:47:25.873
CX,1080631751,OK,GO,SAPH,8263606,54142887,FQTV,,,MH,29MAY2022:07:47:25.980
MH,310291376,OK,BLUE,,8263607,54142895,FQTV,,,MH,29MAY2022:07:47:28.057
MH,16387372,OK,SLVR,RUBY,8263608,54142919,FQTV,,,MH,29MAY2022:07:47:30.310
MH,300226076,OK,BLUE,,8263609,54142923,FQTV,,,MH,29MAY2022:07:47:31.060
MH,334377890,OK,BLUE,,8263610,54142924,FQTV,,,MH,29MAY2022:07:47:31.140
MH,600851274,OK,BLUE,,8263611,54142933,FQTV,,,MH,29MAY2022:07:47:31.513
MH,16904915,OK,SLVR,RUBY,8263612,54142936,FQTV,,,MH,29MAY2022:07:47:31.920
MH,700314926,OK,SLVR,RUBY,8263613,54142937,FQTV,,,MH,29MAY2022:07:47:31.950
MH,284161253,OK,BLUE,,8263614,54142938,FQTV,,,MH,29MAY2022:07:47:32.000
MH,333382932,OK,BLUE,,8263615,54142940,FQTV,,,MH,29MAY2022:07:47:32.110
MH,333378006,OK,BLUE,,8263616,54142941,FQTV,,,MH,29MAY2022:07:47:32.203
MH,61339530,OK,BLUE,,8263617,54142963,FQTV,,,MH,29MAY2022:07:47:34.080
MH,80401742,OK,GOLD,SAPH,8263618,54142970,FQTV,,,MH,29MAY2022:07:47:34.860
BA,40733778,OK,BLUE,,8263619,54142972,FQTV,,,MH,29MAY2022:07:47:35.047
BA,13493286,OK,BLUE,,8263620,54142973,FQTV,,,MH,29MAY2022:07:47:35.217
MH,12215405,OK,BLUE,,8263621,54142980,FQTV,,,MH,29MAY2022:07:47:35.797
MH,322493566,OK,BLUE,,8263622,54142982,FQTV,,,MH,29MAY2022:07:47:35.873
MH,334763951,OK,BLUE,,8263623,54142997,FQTV,,,MH,29MAY2022:07:47:40.680
MH,10121182,OK,GOLD,SAPH,8263624,54142999,FQTV,,,MH,29MAY2022:07:47:41.340
MH,322764260,OK,BLUE,,8263625,54143009,FQTV,,,MH,29MAY2022:07:47:46.813
MH,335244136,OK,BLUE,,8263626,54143010,FQTV,,,MH,29MAY2022:07:47:47.907
MH,12977344,OK,SLVR,RUBY,8263627,54143021,FQTV,,,MH,29MAY2022:07:55:50.207
MH,23659226,OK,BLUE,,8263628,54143024,FQTV,,,MH,29MAY2022:07:55:51.097
MH,318500943,OK,BLUE,,8263629,54143036,FQTV,,,MH,29MAY2022:07:55:53.717
MH,335365376,OK,BLUE,,8263630,54143048,FQTV,,,MH,29MAY2022:07:55:55.667
MH,325907083,OK,BLUE,,8263631,54143055,FQTV,,,MH,29MAY2022:07:55:57.103
MH,322884704,OK,BLUE,,8263632,54143057,FQTV,,,MH,29MAY2022:07:55:57.930
MH,306363783,OK,GOLD,SAPH,8263633,54143058,FQTV,,,MH,29MAY2022:07:55:58.103
MH,16777014,OK,PLAT,EMER,8263634,54143060,FQTV,,,MH,29MAY2022:07:55:58.447
MH,317026301,OK,BLUE,,8263635,54143061,FQTV,,,MH,29MAY2022:07:55:58.943
MH,235915186,OK,BLUE,,8263636,54143064,FQTV,,,MH,29MAY2022:07:55:59.740
MH,334736743,OK,BLUE,,8263637,54143066,FQTV,,,MH,29MAY2022:07:56:00.523
MH,302485680,OK,BLUE,,8263638,54143067,FQTV,UCI,2006208F0000ED32,MH,29MAY2022:07:56:00.790
MH,309357484,OK,BLUE,,8263639,54143074,FQTV,,,MH,29MAY2022:07:56:03.660
MH,19035310,OK,BLUE,,8263640,54143078,FQTV,,,MH,29MAY2022:07:56:04.680
MH,63678661,OK,BLUE,,8263641,54143095,FQTV,,,MH,29MAY2022:07:56:11.373
MH,323122332,OK,BLUE,,8263642,54143096,FQTV,,,MH,29MAY2022:07:56:11.810
MH,303702070,OK,BLUE,,8263643,54143110,FQTV,,,MH,29MAY2022:07:56:15.280
MH,16037372,OK,BLUE,,8263644,54143112,FQTV,,,MH,29MAY2022:07:56:16.097
MH,62885664,OK,GOLD,SAPH,8263645,54143123,FQTV,,,MH,29MAY2022:07:56:17.373
MH,305211130,OK,BLUE,,8263646,54143124,FQTV,,,MH,29MAY2022:07:56:17.530
MH,333888542,OK,BLUE,,8263647,54143130,FQTV,,,MH,29MAY2022:07:56:17.970
MH,333994205,OK,BLUE,,8263648,54143138,FQTV,,,MH,29MAY2022:07:56:18.593
MH,302224134,OK,BLUE,,8263649,54143145,FQTV,,,MH,29MAY2022:07:56:18.983
MH,334092426,OK,BLUE,,8263650,54143146,FQTV,,,MH,29MAY2022:07:56:19.107
MH,10614306,OK,BLUE,,8263651,54143154,FQTV,,,MH,29MAY2022:07:56:19.920
MH,302462521,OK,BLUE,,8263652,54143155,FQTV,,,MH,29MAY2022:07:56:19.997
MH,61687080,OK,BLUE,,8263653,54143176,FQTV,,,MH,29MAY2022:08:01:24.333
MH,305132026,OK,GOLD,SAPH,8263654,54143183,FQTV,UCI,2005C08D00085F5B,MH,29MAY2022:08:01:26.523
MH,305132026,OK,GOLD,SAPH,8263655,54143183,FQTV,UCI,2005D08F00011D76,MH,29MAY2022:08:01:26.523
AA,753YFK6,,,,8263656,54143188,FQTV,,,MH,29MAY2022:08:01:29.853
MH,30568370,OK,BLUE,,8263657,54143189,FQTV,,,MH,29MAY2022:08:01:30.553
MH,333262926,OK,BLUE,,8263658,54143218,FQTV,,,MH,29MAY2022:08:01:41.527
MH,334049450,OK,BLUE,,8263659,54143246,FQTV,,,MH,29MAY2022:08:01:52.387
MH,322648966,OK,BLUE,,8263660,54143265,FQTV,,,MH,29MAY2022:08:02:00.207
MH,328168083,OK,BLUE,,8263661,54143309,FQTV,,,MH,29MAY2022:08:09:28.937
MH,335456236,OK,BLUE,,8263662,54143326,FQTV,,,MH,29MAY2022:08:09:30.613
MH,332947952,OK,BLUE,,8263663,54143367,FQTV,,,MH,29MAY2022:08:09:33.313
MH,19225135,OK,GOLD,SAPH,8263664,54143386,FQTV,,,MH,29MAY2022:08:09:34.853
MH,333159481,OK,BLUE,,8263665,54143392,FQTV,,,MH,29MAY2022:08:09:35.420
MH,330911722,OK,BLUE,,8263666,54143396,FQTV,,,MH,29MAY2022:08:09:35.593
MH,66188780,OK,BLUE,,8263667,54143408,FQTV,,,MH,29MAY2022:08:09:36.263
MH,332690422,OK,BLUE,,8263668,54143421,FQTV,,,MH,29MAY2022:08:09:37.323
MH,65401604,OK,BLUE,,8263669,54143438,FQTV,,,MH,29MAY2022:08:09:38.060
MH,310398410,OK,BLUE,,8263670,54143441,FQTV,,,MH,29MAY2022:08:13:18.160
MH,325717416,OK,BLUE,,8263671,54143454,FQTV,,,MH,29MAY2022:08:13:21.350
MH,334812940,OK,BLUE,,8263672,54143455,FQTV,,,MH,29MAY2022:08:13:21.693
MH,301668496,OK,BLUE,,8263673,54143466,FQTV,,,MH,29MAY2022:08:13:28.147
MH,334591644,OK,BLUE,,8263674,54143478,FQTV,,,MH,29MAY2022:08:13:30.617
MH,305132026,OK,GOLD,SAPH,8263675,54143483,FQTV,UCI,2005D08F00011D76,MH,29MAY2022:08:13:31.897
MH,305132026,OK,GOLD,SAPH,8263676,54143483,FQTV,UCI,2005C08D00085F5B,MH,29MAY2022:08:13:31.897
MH,235740724,OK,BLUE,,8263677,54143500,FQTV,,,MH,29MAY2022:08:13:37.437
MH,15142142,OK,SLVR,RUBY,8263678,54143512,FQTV,,,MH,29MAY2022:08:13:42.143
MH,334967286,OK,BLUE,,8263679,54143527,FQTV,,,MH,29MAY2022:08:13:47.970
MH,314546540,OK,BLUE,,8263680,54143529,FQTV,,,MH,29MAY2022:08:13:48.627
MH,334350623,OK,BLUE,,8263681,54143539,FQTV,,,MH,29MAY2022:08:19:16.160
MH,327244050,OK,BLUE,,8263682,54143540,FQTV,,,MH,29MAY2022:08:19:16.177
MH,335056190,OK,BLUE,,8263683,54143571,FQTV,,,MH,29MAY2022:08:19:17.877
MH,322352951,OK,BLUE,,8263684,54143579,FQTV,,,MH,29MAY2022:08:19:18.173
MH,MH082809823,,,,8263685,54143590,FQTV,,,MH,29MAY2022:08:19:18.990
MH,MH319363063,,,,8263686,54143591,FQTV,,,MH,29MAY2022:08:19:19.037
MH,13321372,OK,BLUE,,8263687,54143618,FQTV,,,MH,29MAY2022:08:19:20.307
MH,61910295,OK,BLUE,,8263688,54143642,FQTV,,,MH,29MAY2022:08:19:21.727
MH,334910962,OK,BLUE,,8263689,54143657,FQTV,,,MH,29MAY2022:08:19:22.587
MH,334910984,OK,BLUE,,8263690,54143665,FQTV,,,MH,29MAY2022:08:19:22.853
MH,333864554,OK,BLUE,,8263691,54143667,FQTV,,,MH,29MAY2022:08:19:22.917
MH,331727314,OK,BLUE,,8263692,54143668,FQTV,,,MH,29MAY2022:08:19:22.930
MH,314202781,OK,BLUE,,8263693,54143683,FQTV,,,MH,29MAY2022:08:19:23.527
AY,713255313,OK,PLUS,,8263694,54143684,FQTV,,,MH,29MAY2022:08:19:23.590
MH,334432991,OK,BLUE,,8263695,54143691,FQTV,,,MH,29MAY2022:08:19:23.917
MH,334184222,OK,BLUE,,8263696,54143692,FQTV,,,MH,29MAY2022:08:19:23.963
MH,500067385,OK,SLVR,RUBY,8263697,54143727,FQTV,,,MH,29MAY2022:08:21:49.460
MH,19001953,OK,GOLD,SAPH,8263698,54143730,FQTV,,,MH,29MAY2022:08:21:49.603
MH,327222254,OK,BLUE,,8263699,54143731,FQTV,,,MH,29MAY2022:08:21:49.633
MH,327893893,OK,BLUE,,8263700,54143736,FQTV,,,MH,29MAY2022:08:21:49.807
MH,307820133,OK,BLUE,,8263701,54143748,FQTV,,,MH,29MAY2022:08:21:50.543
MH,68685466,OK,BLUE,,8263702,54143756,FQTV,,,MH,29MAY2022:08:21:51.170
MH,60039755,OK,GOLD,SAPH,8263703,54143762,FQTV,,,MH,29MAY2022:08:21:51.390
MH,333563215,OK,BLUE,,8263704,54143763,FQTV,,,MH,29MAY2022:08:21:51.420
MH,333224286,OK,BLUE,,8263705,54143770,FQTV,,,MH,29MAY2022:08:21:52.047
MH,284319910,OK,SLVR,RUBY,8263706,54143776,FQTV,,,MH,29MAY2022:08:21:52.563
MH,67796061,OK,GOLD,SAPH,8263707,54143785,FQTV,,,MH,29MAY2022:08:21:53.047
MH,16025822,OK,BLUE,,8263708,54143790,FQTV,,,MH,29MAY2022:08:21:53.297
MH,334628372,OK,BLUE,,8263709,54143800,FQTV,,,MH,29MAY2022:08:21:53.797
MH,334703165,OK,BLUE,,8263710,54143803,FQTV,,,MH,29MAY2022:08:21:54.000
MH,335149743,OK,BLUE,,8263711,54143804,FQTV,,,MH,29MAY2022:08:21:54.030
MH,331836853,OK,BLUE,,8263712,54143822,FQTV,,,MH,29MAY2022:08:29:14.723
MH,12406111,OK,BLUE,,8263713,54143827,FQTV,,,MH,29MAY2022:08:29:15.147
MH,335177146,OK,BLUE,,8263714,54143848,FQTV,,,MH,29MAY2022:08:29:16.473
MH,315617573,OK,BLUE,,8263715,54143856,FQTV,,,MH,29MAY2022:08:29:18.070
SQ,8570035448,OK,QPPS,G,8263716,54143861,FQTV,,,SQ,29MAY2022:08:29:18.383
MH,67160214,OK,SLVR,RUBY,8263717,54143862,FQTV,,,MH,29MAY2022:08:29:18.633
MH,315643016,OK,SLVR,RUBY,8263718,54143863,FQTV,,,MH,29MAY2022:08:29:18.697
MH,334581321,OK,BLUE,,8263719,54143864,FQTV,,,MH,29MAY2022:08:29:18.820
MH,306507316,OK,BLUE,,8263720,54143872,FQTV,,,MH,29MAY2022:08:29:19.383
MH,312314343,OK,BLUE,,8263721,54143873,FQTV,,,MH,29MAY2022:08:29:19.477
MH,306920946,OK,BLUE,,8263722,54143877,FQTV,,,MH,29MAY2022:08:29:19.790
MH,325719494,OK,BLUE,,8263723,54143890,FQTV,,,MH,29MAY2022:08:29:20.983
MH,12406122,OK,BLUE,,8263724,54143897,FQTV,,,MH,29MAY2022:08:29:21.890
MH,305620523,OK,BLUE,,8263725,54143926,FQTV,,,MH,29MAY2022:08:29:24.047
MH,332140841,OK,BLUE,,8263726,54143929,FQTV,,,MH,29MAY2022:08:29:24.547
MH,332770793,OK,BLUE,,8263727,54143943,FQTV,,,MH,29MAY2022:08:29:26.083
MH,327624172,OK,BLUE,,8263728,54143959,FQTV,,,MH,29MAY2022:08:29:28.007
MH,67298814,OK,SLVR,RUBY,8263729,54143961,FQTV,,,MH,29MAY2022:08:29:28.117
MH,601815465,OK,SLVR,RUBY,8263730,54143965,FQTV,,,MH,29MAY2022:08:29:28.350
MH,318525325,OK,BLUE,,8263731,54144142,FQTV,,,MH,29MAY2022:08:34:22.377
MH,333512933,OK,BLUE,,8263732,54144159,FQTV,,,MH,29MAY2022:08:39:02.610
MH,317720620,OK,BLUE,,8263733,54144163,FQTV,,,MH,29MAY2022:08:39:02.793
MH,333991663,OK,BLUE,,8263734,54144164,FQTV,,,MH,29MAY2022:08:39:02.827
MH,300474650,OK,SLVR,RUBY,8263735,54144189,FQTV,,,MH,29MAY2022:08:39:05.140
MH,328813914,OK,BLUE,,8263736,54144221,FQTV,,,MH,29MAY2022:08:39:07.280
MH,325045976,OK,BLUE,,8263737,54144239,FQTV,,,MH,29MAY2022:08:39:08.750
MH,325045803,OK,BLUE,,8263738,54144240,FQTV,,,MH,29MAY2022:08:39:08.797
MH,30637666,OK,PLAT,EMER,8263739,54144264,FQTV,,,MH,29MAY2022:08:43:07.643
MH,13174335,OK,BLUE,,8263740,54144305,FQTV,,,MH,29MAY2022:08:43:20.863
MH,11277066,OK,BLUE,,8263741,54144321,FQTV,,,MH,29MAY2022:08:43:26.277
MH,318495284,OK,BLUE,,8263742,54144333,FQTV,,,MH,29MAY2022:08:43:31.293
MH,331910025,OK,BLUE,,8263743,54144353,FQTV,,,MH,29MAY2022:08:43:37.740
MH,332793882,OK,BLUE,,8263744,54144372,FQTV,,,MH,29MAY2022:08:43:43.397
MH,13873171,OK,BLUE,,8263745,54144412,FQTV,,,MH,29MAY2022:08:51:45.343
MH,16883871,OK,GOLD,SAPH,8263746,54144417,FQTV,,,MH,29MAY2022:08:51:48.250
MH,333923413,OK,BLUE,,8263747,54144427,FQTV,,,MH,29MAY2022:08:51:54.107
MH,30181793,OK,SLVR,RUBY,8263748,54144434,FQTV,,,MH,29MAY2022:08:51:56.390
MH,61254723,OK,BLUE,,8263749,54144454,FQTV,,,MH,29MAY2022:08:52:07.553
MH,326408950,OK,BLUE,,8263750,54144460,FQTV,,,MH,29MAY2022:08:52:09.837
MH,334634996,OK,BLUE,,8263751,54144488,FQTV,,,MH,29MAY2022:08:52:22.457
MH,326540826,OK,BLUE,,8263752,54144489,FQTV,,,MH,29MAY2022:08:52:22.830
MH,326463970,OK,BLUE,,8263753,54144490,FQTV,,,MH,29MAY2022:08:52:23.170
MH,327797540,OK,BLUE,,8263754,54144500,FQTV,,,MH,29MAY2022:08:52:26.863
MH,65355415,OK,BLUE,,8263755,54144501,FQTV,,,MH,29MAY2022:08:52:27.177
MH,16140202,OK,BLUE,,8263756,54144502,FQTV,,,MH,29MAY2022:08:52:27.897
MH,9002033,OK,PLAT,EMER,8263757,54144504,FQTV,,,MH,29MAY2022:08:52:29.207
MH,323408735,OK,BLUE,,8263758,54144506,FQTV,,,MH,29MAY2022:08:52:29.910
MH,308307506,OK,BLUE,,8263759,54144512,FQTV,,,MH,29MAY2022:08:52:31.710
MH,308316050,OK,BLUE,,8263760,54144513,FQTV,,,MH,29MAY2022:08:52:31.920
MH,31591453,OK,PLAT,EMER,8263761,54144516,FQTV,,,MH,29MAY2022:08:52:32.643
MH,333959780,OK,BLUE,,8263762,54144518,FQTV,,,MH,29MAY2022:08:52:33.597
MH,322388415,OK,BLUE,,8263763,54144546,FQTV,,,MH,29MAY2022:09:02:25.380
MH,325825301,OK,BLUE,,8263764,54144581,FQTV,,,MH,29MAY2022:09:02:27.227
MH,66976136,OK,BLUE,,8263765,54144608,FQTV,,,MH,29MAY2022:09:02:29.287
MH,333803002,OK,BLUE,,8263766,54144662,FQTV,,,MH,29MAY2022:09:02:33.260
MH,331790421,OK,BLUE,,8263767,54144677,FQTV,,,MH,29MAY2022:09:02:34.020
MH,331216126,OK,BLUE,,8263768,54144693,FQTV,,,MH,29MAY2022:09:04:24.090
MH,300262141,OK,BLUE,,8263769,54144732,FQTV,,,MH,29MAY2022:09:04:25.543
JL,341279967,OK,JGPM,EMER,8263770,54144735,FQTV,,,MH,29MAY2022:09:04:25.713
MH,13077875,OK,BLUE,,8263771,54144736,FQTV,,,MH,29MAY2022:09:04:25.763
